title,research_area,authors,image_file
INCRAIN: An Incremental Approach for the Gravitational Clustering,Unsupervised Machine Learning,"[{'name': 'Jonatan Gomez', 'institution': 'Universidad Nacional de Colombia', 'subunit': 'Computer Systems Engineering Department', 'location': '', 'full_affiliation': 'Universidad Nacional de Colombia\nComputer Systems Engineering Department'}, {'name': 'Juan Peña-Kaltekis', 'institution': 'Universidad Nacional de Colombia', 'subunit': 'Computer Systems Engineering Department', 'location': '', 'full_affiliation': 'Universidad Nacional de Colombia\nComputer Systems Engineering Department'}, {'name': 'Nestor Romero-Leon', 'institution': 'Universidad Nacional de Colombia', 'subunit': 'Computer Systems Engineering Department', 'location': '', 'full_affiliation': 'Universidad Nacional de Colombia\nComputer Systems Engineering Department'}, {'name': 'Elizabeth Leon', 'institution': 'Universidad Nacional de Colombia', 'subunit': 'Computer Systems Engineering Department', 'location': '', 'full_affiliation': 'Universidad Nacional de Colombia\nComputer Systems Engineering Department'}]",2007_006_0043.png
On the Influence of Class Information in the Two-Stage Clustering of a Human Brain Tumour Dataset,Unsupervised Machine Learning,"[{'name': 'Raúl Cruz-Barbosa', 'institution': 'Universitat Politècnica de Catalunya | Universidad Tecnológica de la Mixteca', 'subunit': '', 'location': 'Barcelona, Spain | Huajuapan, Oaxaca, México', 'full_affiliation': 'Universitat Politècnica de Catalunya, Jordi Girona, 08034, Barcelona, Spain | Universidad Tecnológica de la Mixteca, Car. Acatlima km. 2.5, 69000, Huajuapan, Oaxaca, México'}, {'name': 'Alfredo Vellido', 'institution': 'Universitat Politècnica de Catalunya', 'subunit': '', 'location': 'Barcelona, Spain', 'full_affiliation': 'Universitat Politècnica de Catalunya, Jordi Girona, 08034, Barcelona, Spain'}]",2007_006_0044.png
Learning Collaboration Links in a Collaborative Fuzzy Clustering Environment,Fuzzy Logic & Fuzzy Systems,"[{'name': 'Rafael Falcon', 'institution': 'Universidad Central de Las Villas', 'subunit': 'Computer Science Department', 'location': 'Santa Clara, Cuba', 'full_affiliation': 'Computer Science Department, Universidad Central de Las Villas\nCarretera Camajuaní km 5 ½ Santa Clara, Cuba'}, {'name': 'Gwanggil Jeon', 'institution': 'Hanyang University', 'subunit': 'Dept. of Electronics and Computer Engineering', 'location': 'Seoul, Korea', 'full_affiliation': 'Dept. of Electronics and Computer Engineering, Hanyang University\n17 Haengdang-dong, Seongdong-gu, Seoul, Korea'}, {'name': 'Rafael Bello', 'institution': 'Universidad Central de Las Villas', 'subunit': 'Computer Science Department', 'location': 'Santa Clara, Cuba', 'full_affiliation': 'Computer Science Department, Universidad Central de Las Villas\nCarretera Camajuaní km 5 ½ Santa Clara, Cuba'}, {'name': 'Jechang Jeong', 'institution': 'Hanyang University', 'subunit': 'Dept. of Electronics and Computer Engineering', 'location': 'Seoul, Korea', 'full_affiliation': 'Dept. of Electronics and Computer Engineering, Hanyang University\n17 Haengdang-dong, Seongdong-gu, Seoul, Korea'}]",2007_006_0045.png
Algorithm for Graphical Bayesian Modeling Based on Multiple Regressions,Probabilistic & Statistical Reasoning,"[{'name': 'Ádamo L. de Santana', 'institution': 'Federal University of Para', 'subunit': 'Laboratory of High Performance Networks Planning', 'location': 'Belem, PA, Brazil', 'full_affiliation': 'Laboratory of High Performance Networks Planning, Federal University of Para\nR. Augusto Correa, 01, 66075-110, Belem, PA, Brazil'}, {'name': 'Carlos Renato L. Francês', 'institution': 'Federal University of Para', 'subunit': 'Laboratory of High Performance Networks Planning', 'location': 'Belem, PA, Brazil', 'full_affiliation': 'Laboratory of High Performance Networks Planning, Federal University of Para\nR. Augusto Correa, 01, 66075-110, Belem, PA, Brazil'}, {'name': 'João C. Weyl Costa', 'institution': 'Federal University of Para', 'subunit': 'Laboratory of High Performance Networks Planning', 'location': 'Belem, PA, Brazil', 'full_affiliation': 'Laboratory of High Performance Networks Planning, Federal University of Para\nR. Augusto Correa, 01, 66075-110, Belem, PA, Brazil'}]",2007_006_0046.png
Coordinating Returns Policies and Marketing Plans for Profit Optimization in E-Business Based on a Hybrid Data Mining Process,Data Mining & Knowledge Discovery,"[{'name': 'Chien-Chih Yu', 'institution': 'National ChengChi University', 'subunit': 'Dept. Of Management Information Systems', 'location': 'Taipei, Taiwan', 'full_affiliation': 'Dept. Of Management Information Systems, National ChengChi University, Taipei, Taiwan'}]",2007_006_0047.png
An EM Algorithm to Learn Sequences in the Wavelet Domain,Probabilistic & Statistical Reasoning,"[{'name': 'Diego H. Milone', 'institution': 'National University of Litoral', 'subunit': 'Signals and Computational Intelligence Laboratory - CONICET, Department of Informatics, Faculty of Engineering and Water Sciences', 'location': 'Santa Fe, Argentina', 'full_affiliation': 'Signals and Computational Intelligence Laboratory - CONICET, Department of Informatics, Faculty of Engineering and Water Sciences, National University of Litoral, Ciudad Universitaria, Santa Fe, Argentina'}, {'name': 'Leandro E. Di Persia', 'institution': 'National University of Litoral', 'subunit': 'Signals and Computational Intelligence Laboratory - CONICET, Department of Informatics, Faculty of Engineering and Water Sciences', 'location': 'Santa Fe, Argentina', 'full_affiliation': 'Signals and Computational Intelligence Laboratory - CONICET, Department of Informatics, Faculty of Engineering and Water Sciences, National University of Litoral, Ciudad Universitaria, Santa Fe, Argentina'}]",2007_006_0048.png
Assessment of Personal Importance Based on Social Networks,Data Mining & Knowledge Discovery,"[{'name': 'Przemysław Kazienko', 'institution': 'Wrocław University of Technology', 'subunit': 'Institute of Applied Computer Science', 'location': 'Wrocław, Poland', 'full_affiliation': 'Wrocław University of Technology, Institute of Applied Computer Science Wyb.Wyspiańskiego 27, 50-370 Wrocław, Poland'}, {'name': 'Katarzyna Musiał', 'institution': 'Wrocław University of Technology', 'subunit': 'Institute of Applied Computer Science', 'location': 'Wrocław, Poland', 'full_affiliation': 'Wrocław University of Technology, Institute of Applied Computer Science Wyb.Wyspiańskiego 27, 50-370 Wrocław, Poland'}]",2007_006_0049.png
Optimization Procedure for Predicting Nonlinear Time Series Based on a Non-Gaussian Noise Model,Neural Networks & Deep Learning,"[{'name': 'Frank Emmert-Streib', 'institution': 'Stowers Institute for Medical Research | University of Washington', 'subunit': '', 'location': 'Kansas City, MO, USA | Seattle, WA, USA', 'full_affiliation': 'Stowers Institute for Medical Research, 1000 E. 50th Street, Kansas City, MO 64110, USA | University of Washington, 1705 NE Pacific St, Box 355065, Seattle WA 98195-5065, USA'}, {'name': 'Matthias Dehmer', 'institution': 'Vienna University of Technology', 'subunit': 'Discrete Mathematics and Geometry', 'location': 'Vienna, Austria', 'full_affiliation': 'Discrete Mathematics and Geometry, Vienna University of Technology, Wiedner Hauptstrasse 8-10, A-1040 Vienna, Austria'}]",2007_006_0050.png
An Improved Training Algorithm of Neural Networks for Time Series Forecasting*,Neural Networks & Deep Learning,"[{'name': 'Daiping Hu', 'institution': 'Shanghai Jiaotong University', 'subunit': 'Antai College of Economics & Management', 'location': 'Shanghai, China', 'full_affiliation': 'Antai College of Economics & Management, Shanghai Jiaotong University, 200052 Shanghai, China'}, {'name': 'Ruiming Wu', 'institution': 'Shanghai Jiaotong University', 'subunit': 'Antai College of Economics & Management', 'location': 'Shanghai, China', 'full_affiliation': 'Antai College of Economics & Management, Shanghai Jiaotong University, 200052 Shanghai, China'}, {'name': 'Dezhi Chen', 'institution': 'Shanghai Jiaotong University', 'subunit': 'Antai College of Economics & Management', 'location': 'Shanghai, China', 'full_affiliation': 'Antai College of Economics & Management, Shanghai Jiaotong University, 200052 Shanghai, China'}, {'name': 'Huiming Dou', 'institution': 'Shanghai Jiaotong University', 'subunit': 'Antai College of Economics & Management', 'location': 'Shanghai, China', 'full_affiliation': 'Antai College of Economics & Management, Shanghai Jiaotong University, 200052 Shanghai, China'}]",2007_006_0051.png
Evolved Kernel Method for Time Series,Bio-inspired & Evolutionary Computing,"[{'name': 'Juan C. Cuevas-Tello', 'institution': 'Autonomous University of San Luis Potosí', 'subunit': 'Engineering Faculty', 'location': 'San Luis Potosí, México', 'full_affiliation': 'Engineering Faculty, Autonomous University of San Luis Potosí, México'}]",2007_006_0052.png
Using Ant Colony Optimization and Self-organizing Map for Image Segmentation,Computer Vision,"[{'name': 'Sara Saatchi', 'institution': 'Southern Polytechnic State University', 'subunit': 'School of Computing and Software Engineering', 'location': 'Marietta, GA, USA', 'full_affiliation': 'School of Computing and Software Engineering\nSouthern Polytechnic State University\n1100 South Marietta Parkway\nMarietta, GA 30060 USA'}, {'name': 'Chih-Cheng Hung', 'institution': 'Southern Polytechnic State University', 'subunit': 'School of Computing and Software Engineering', 'location': 'Marietta, GA, USA', 'full_affiliation': 'School of Computing and Software Engineering\nSouthern Polytechnic State University\n1100 South Marietta Parkway\nMarietta, GA 30060 USA'}]",2007_006_0053.png
Correspondence Regions and Structured Images,Computer Vision,"[{'name': 'Alberto Pastrana Palma', 'institution': 'University of East Anglia', 'subunit': '', 'location': 'Norwich, United Kingdom', 'full_affiliation': 'University of East Anglia\nNorwich, NR47TJ, United Kingdom'}, {'name': 'J. Andrew Bangham', 'institution': 'University of East Anglia', 'subunit': '', 'location': 'Norwich, United Kingdom', 'full_affiliation': 'University of East Anglia\nNorwich, NR47TJ, United Kingdom'}]",2007_006_0054.png
The Wavelet Based Contourlet Transform and Its Application to Feature Preserving Image Coding,Computer Vision,"[{'name': 'Osslan Osiris Vergara Villegas', 'institution': 'Universidad Autónoma de Ciudad Juárez', 'subunit': '', 'location': 'Ciudad Juárez, Chihuahua, México', 'full_affiliation': 'Universidad Autónoma de Ciudad Juárez (UACJ) Avenida del Charro No. 450 Norte, Ciudad Juárez Chihuahua México'}, {'name': 'Vianey Guadalupe Cruz Sánchez', 'institution': 'Centro Nacional de Investigación y Desarrollo Tecnológico', 'subunit': '', 'location': 'Cuernavaca, Morelos, México', 'full_affiliation': 'Centro Nacional de Investigación y Desarrollo Tecnológico (cenidet) Interior Internado Palmira S/N. Col. Palmira, Cuernavaca Morelos México'}]",2007_006_0055.png
Design of an Evolutionary Codebook Based on Morphological Associative Memories,Bio-inspired & Evolutionary Computing,"[{'name': 'Enrique Guzmán', 'institution': 'Universidad Tecnológica de la Mixteca', 'subunit': '', 'location': '', 'full_affiliation': 'Universidad Tecnológica de la Mixteca'}, {'name': 'Oleksiy Pogrebnyak', 'institution': 'Instituto Politécnico Nacional', 'subunit': 'Centro de Investigación en Computación', 'location': '', 'full_affiliation': 'Centro de Investigación en Computación del Instituto Politécnico Nacional'}, {'name': 'Cornelio Yañez', 'institution': 'Instituto Politécnico Nacional', 'subunit': 'Centro de Investigación en Computación', 'location': '', 'full_affiliation': 'Centro de Investigación en Computación del Instituto Politécnico Nacional'}]",2007_006_0056.png
A Shape-Based Model for Visual Information Retrieval,Computer Vision,"[{'name': 'Alberto Chávez-Aragón', 'institution': 'Universidad Autónoma de Tlaxcala', 'subunit': '', 'location': 'Apizaco, Tlaxcala, México', 'full_affiliation': 'Universidad Autónoma de Tlaxcala, Calzada Apizaquito s/n km. 1.5, Apizaco Tlaxcala, México'}, {'name': 'Oleg Starostenko', 'institution': 'Universidad de las Américas-Puebla', 'subunit': '', 'location': 'Sta. Catarina Mártir Cholula, Puebla, México', 'full_affiliation': 'Universidad de las Américas-Puebla, Sta. Catarina Mártir Cholula, Puebla, México'}]",2007_006_0057.png
An Indexing and Retrieval System of Historic Art Images Based on Fuzzy Shape Similarity,Fuzzy Logic & Fuzzy Systems,"[{'name': 'Wafa Maghrebi', 'institution': 'University of Sfax', 'subunit': 'REsearch Group on Intelligent Machines (REGIM), ENIS, DGE', 'location': 'Sfax, Tunisia', 'full_affiliation': 'REsearch Group on Intelligent Machines (REGIM) University of Sfax, ENIS, DGE, BP. W-3038, Sfax, Tunisia'}, {'name': 'Leila Baccour', 'institution': 'University of Sfax', 'subunit': 'REsearch Group on Intelligent Machines (REGIM), ENIS, DGE', 'location': 'Sfax, Tunisia', 'full_affiliation': 'REsearch Group on Intelligent Machines (REGIM) University of Sfax, ENIS, DGE, BP. W-3038, Sfax, Tunisia'}, {'name': 'Mohamed A. Khabou', 'institution': 'University of West Florida', 'subunit': 'Electrical and Computer Engineering Dept', 'location': 'Pensacola, FL, USA', 'full_affiliation': 'Electrical and Computer Engineering Dept, University of West Florida, 11000 University Parkway, Pensacola, FL 32514, USA'}, {'name': 'Adel M. Alimi', 'institution': 'University of Sfax', 'subunit': 'REsearch Group on Intelligent Machines (REGIM), ENIS, DGE', 'location': 'Sfax, Tunisia', 'full_affiliation': 'REsearch Group on Intelligent Machines (REGIM) University of Sfax, ENIS, DGE, BP. W-3038, Sfax, Tunisia'}]",2007_006_0058.png
PCB Inspection Using Image Processing and Wavelet Transform,Computer Vision,"[{'name': 'Joaquín Santoyo', 'institution': 'Universidad Tecnológica de Querétaro', 'subunit': '', 'location': 'Querétaro, Qro., México', 'full_affiliation': 'Universidad Tecnológica de Querétaro, Av. Pie de la Cuesta s/n Lomas de San Pedrito Peñuelas Querétaro, Qro. C.P. 76148 México'}, {'name': 'J. Carlos Pedraza', 'institution': 'Centro de Ingeniería y Desarrollo Industrial', 'subunit': '', 'location': 'Querétaro, Qro., México', 'full_affiliation': 'Centro de Ingeniería y Desarrollo Industrial, Av. Pie de la Cuesta No. 702 Desarrollo san Pablo, Querétaro, Qro. C.P. 76130 México'}, {'name': 'L. Felipe Mejía', 'institution': 'Universidad Tecnológica de Querétaro', 'subunit': '', 'location': 'Querétaro, Qro., México', 'full_affiliation': 'Universidad Tecnológica de Querétaro, Av. Pie de la Cuesta s/n Lomas de San Pedrito Peñuelas Querétaro, Qro. C.P. 76148 México'}, {'name': 'Alejandro Santoyo', 'institution': 'Universidad Autónoma de Querétaro', 'subunit': '', 'location': 'Querétaro, Qro., México', 'full_affiliation': 'Universidad Autónoma de Querétaro, Centro Universitario, Cerro de las Campanas Querétaro, Qro. C.P. 76010 México'}]",2007_006_0059.png
