,title,image_file,research_area,name,institution,subunit,location,full_affiliation,institution_clean,year,Country
3821,Towards the Distributed Logic Programming of Intelligent Visual Surveillance Applications,2016_020_0003.png,Multi-Agent Systems & Distributed AI,Olga S. Sushkova,Kotel'nikov Institute of Radio Engineering and Electronics of RAS,,"Moscow, Russia","Kotel'nikov Institute of Radio Engineering and Electronics of RAS, Mokhovaya 11-7, Moscow 125009, Russia",*KIREE,2016,Russia
3822,Towards the Distributed Logic Programming of Intelligent Visual Surveillance Applications,2016_020_0003.png,Multi-Agent Systems & Distributed AI,Alexander F. Polupanov,Kotel'nikov Institute of Radio Engineering and Electronics of RAS,,"Moscow, Russia","Kotel'nikov Institute of Radio Engineering and Electronics of RAS, Mokhovaya 1-7, Moscow 125009, Russia",*KIREE,2016,Russia
3823,An Efficient Expert System for Diabetes with a Bayesian Inference Engine,2016_020_0004.png,Hybrid AI & Expert Systems,Viridiana Cruz-Gutiérrez,Benemérita Universidad Autónoma de Puebla,,"Puebla, Mexico","Benemérita Universidad Autónoma de Puebla, 4 sur 104 Centro Histórico, 72000 Puebla, Mexico",BUAP,2016,Mexico
3824,An Efficient Expert System for Diabetes with a Bayesian Inference Engine,2016_020_0004.png,Hybrid AI & Expert Systems,Mario Alberto Posada-Zamora,Benemérita Universidad Autónoma de Puebla,,"Puebla, Mexico","Benemérita Universidad Autónoma de Puebla, 4 sur 104 Centro Histórico, 72000 Puebla, Mexico",BUAP,2016,Mexico
3825,An Efficient Expert System for Diabetes with a Bayesian Inference Engine,2016_020_0004.png,Hybrid AI & Expert Systems,Abraham Sánchez-López,Benemérita Universidad Autónoma de Puebla,,"Puebla, Mexico","Benemérita Universidad Autónoma de Puebla, 4 sur 104 Centro Histórico, 72000 Puebla, Mexico",BUAP,2016,Mexico
3826,iEnsemble: A Framework for Committee Machine Based on Multiagent Systems with Reinforcement Learning,2016_020_0005.png,Multi-Agent Systems & Distributed AI,Arnoldo Uber Junior,Federal University of Santa Catarina,Postgraduate Program in Computer Science - PPGCC,"Florianópolis, Brazil","Postgraduate Program in Computer Science - PPGCC, Federal University of Santa Catarina - UFSC, Florianópolis, Brazil",*UFSC,2016,Brazil
3827,iEnsemble: A Framework for Committee Machine Based on Multiagent Systems with Reinforcement Learning,2016_020_0005.png,Multi-Agent Systems & Distributed AI,Paulo José de Freitas Filho,Federal University of Santa Catarina,Postgraduate Program in Computer Science - PPGCC,"Florianópolis, Brazil","Postgraduate Program in Computer Science - PPGCC, Federal University of Santa Catarina - UFSC, Florianópolis, Brazil",*UFSC,2016,Brazil
3828,iEnsemble: A Framework for Committee Machine Based on Multiagent Systems with Reinforcement Learning,2016_020_0005.png,Multi-Agent Systems & Distributed AI,Ricardo Azambuja Silveira,Federal University of Santa Catarina,Postgraduate Program in Computer Science - PPGCC,"Florianópolis, Brazil","Postgraduate Program in Computer Science - PPGCC, Federal University of Santa Catarina - UFSC, Florianópolis, Brazil",*UFSC,2016,Brazil
3829,iEnsemble: A Framework for Committee Machine Based on Multiagent Systems with Reinforcement Learning,2016_020_0005.png,Multi-Agent Systems & Distributed AI,Mariana Dehon Costa e Lima,Federal University of Santa Catarina,Postgraduate Program in Computer Science - PPGCC,"Florianópolis, Brazil","Postgraduate Program in Computer Science - PPGCC, Federal University of Santa Catarina - UFSC, Florianópolis, Brazil",*UFSC,2016,Brazil
3830,iEnsemble: A Framework for Committee Machine Based on Multiagent Systems with Reinforcement Learning,2016_020_0005.png,Multi-Agent Systems & Distributed AI,Rodolfo Wilvert Reitz,Federal University of Santa Catarina,Postgraduate Program in Computer Science - PPGCC,"Florianópolis, Brazil","Postgraduate Program in Computer Science - PPGCC, Federal University of Santa Catarina - UFSC, Florianópolis, Brazil",*UFSC,2016,Brazil
3831,Exploring Complex Networks with Failure-Prone Agents,2016_020_0006.png,Multi-Agent Systems & Distributed AI,Arles Rodríguez,Universidad Nacional de Colombia,ALIFE Research Group,"Bogotá, Colombia","ALIFE Research Group, Universidad Nacional de Colombia, Bogotá, Colombia | Fundación Universitaria Konrad Lorenz, Bogotá, Colombia",*UNAL,2016,Colombia
3832,Exploring Complex Networks with Failure-Prone Agents,2016_020_0006.png,Multi-Agent Systems & Distributed AI,Arles Rodríguez,Fundación Universitaria Konrad Lorenz,ALIFE Research Group,"Bogotá, Colombia","ALIFE Research Group, Universidad Nacional de Colombia, Bogotá, Colombia | Fundación Universitaria Konrad Lorenz, Bogotá, Colombia",~FUKL,2016,Colombia
3833,Exploring Complex Networks with Failure-Prone Agents,2016_020_0006.png,Multi-Agent Systems & Distributed AI,Jonatan Gómez,Universidad Nacional de Colombia,ALIFE Research Group,"Bogotá, Colombia","ALIFE Research Group, Universidad Nacional de Colombia, Bogotá, Colombia",*UNAL,2016,Colombia
3834,Exploring Complex Networks with Failure-Prone Agents,2016_020_0006.png,Multi-Agent Systems & Distributed AI,Ada Diaconescu,Telecom ParisTech,LTCI CNRS,"Paris, France","Telecom ParisTech, LTCI CNRS, Paris, France",~TP,2016,France
3835,On the Conception of Intelligent Power Plants Based on Multiple Agent Systems,2016_020_0007.png,Multi-Agent Systems & Distributed AI,Raul Garduno-Ramirez,Instituto Nacional de Electricidad y Energías Limpias,,"Cuernavaca, Mexico","Instituto Nacional de Electricidad y Energías Limpias, Cuernavaca, Mexico",INEEL,2016,Mexico
3836,On the Conception of Intelligent Power Plants Based on Multiple Agent Systems,2016_020_0007.png,Multi-Agent Systems & Distributed AI,Mónica Borunda,Conacyt - Instituto Nacional de Electricidad y Energías Limpias,,"Cuernavaca, Mexico","Conacyt - Instituto Nacional de Electricidad y Energías Limpias, Cuernavaca, Mexico",INEEL,2016,Mexico
3837,Author Profiling with Doc2vec Neural Network-Based Document Embeddings,2016_020_0008.png,Natural Language Processing (NLP),Ilia Markov,Instituto Politécnico Nacional,CIC,"Mexico City, Mexico","CIC, Instituto Politécnico Nacional (IPN), Mexico City, Mexico",IPN,2016,Mexico
3838,Author Profiling with Doc2vec Neural Network-Based Document Embeddings,2016_020_0008.png,Natural Language Processing (NLP),Helena Gómez-Adorno,Instituto Politécnico Nacional,CIC,"Mexico City, Mexico","CIC, Instituto Politécnico Nacional (IPN), Mexico City, Mexico",IPN,2016,Mexico
3839,Author Profiling with Doc2vec Neural Network-Based Document Embeddings,2016_020_0008.png,Natural Language Processing (NLP),Juan-Pablo Posadas-Durán,Instituto Politécnico Nacional,ESIME-Zacatenco,"Mexico City, Mexico","ESIME-Zacatenco, Instituto Politécnico Nacional (IPN), Mexico City, Mexico",IPN,2016,Mexico
3840,Author Profiling with Doc2vec Neural Network-Based Document Embeddings,2016_020_0008.png,Natural Language Processing (NLP),Grigori Sidorov,Instituto Politécnico Nacional,CIC,"Mexico City, Mexico","CIC, Instituto Politécnico Nacional (IPN), Mexico City, Mexico",IPN,2016,Mexico
3841,Author Profiling with Doc2vec Neural Network-Based Document Embeddings,2016_020_0008.png,Natural Language Processing (NLP),Alexander Gelbukh,Instituto Politécnico Nacional,CIC,"Mexico City, Mexico","CIC, Instituto Politécnico Nacional (IPN), Mexico City, Mexico",IPN,2016,Mexico
3842,Neural Network Modelling for Dissolved Oxygen Effects in Extensive Litopenaeus Vannamei Culture,2016_020_0009.png,Neural Networks & Deep Learning,José Juan Carbajal-Hernández,Instituto Politécnico Nacional,Centro de Investigación en Computación,"Gustavo A. Madero, Mexico, Mexico","Centro de Investigación en Computación – Instituto Politécnico Nacional, Av. Juan de Dios Bátiz s/n, Nueva Industrial Vallejo, Gustavo A. Madero, 07738 Mexico, Mexico",IPN,2016,Mexico
3843,Neural Network Modelling for Dissolved Oxygen Effects in Extensive Litopenaeus Vannamei Culture,2016_020_0009.png,Neural Networks & Deep Learning,Luis Pastor Sánchez-Fernández,Instituto Politécnico Nacional,Centro de Investigación en Computación,"Gustavo A. Madero, Mexico, Mexico","Centro de Investigación en Computación – Instituto Politécnico Nacional, Av. Juan de Dios Bátiz s/n, Nueva Industrial Vallejo, Gustavo A. Madero, 07738 Mexico, Mexico",IPN,2016,Mexico
3844,Neural-Network Based Algorithm for Algae Detection in Automatic Inspection of Underwater Pipelines,2016_020_0010.png,Computer Vision,Edgar Medina,Federal University of Rio de Janeiro,Department of Electronics Engineering,"Rio de Janeiro, Brazil","Department of Electronics Engineering, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil",*UFRJ,2016,Brazil
3845,Neural-Network Based Algorithm for Algae Detection in Automatic Inspection of Underwater Pipelines,2016_020_0010.png,Computer Vision,Mariane Rembold Petraglia,Federal University of Rio de Janeiro,Department of Electronics Engineering,"Rio de Janeiro, Brazil","Department of Electronics Engineering, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil",*UFRJ,2016,Brazil
3846,Neural-Network Based Algorithm for Algae Detection in Automatic Inspection of Underwater Pipelines,2016_020_0010.png,Computer Vision,José Gabriel Rodriguez Carneiro Gomes,Federal University of Rio de Janeiro,Department of Electronics Engineering,"Rio de Janeiro, Brazil","Department of Electronics Engineering, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil",*UFRJ,2016,Brazil
3847,Study on the Development of Complex Network for Evolutionary and Swarm Based Algorithms,2016_020_0011.png,Bio-inspired & Evolutionary Computing,Roman Senkerik,Tomas Bata University in Zlin,Faculty of Applied Informatics,"Zlin, Czech Republic","Faculty of Applied Informatics, Tomas Bata University in Zlin, Nam T.G. Masaryka 5555, 760 01 Zlin, Czech Republic",*TBU,2016,Czech Republic
3848,Study on the Development of Complex Network for Evolutionary and Swarm Based Algorithms,2016_020_0011.png,Bio-inspired & Evolutionary Computing,Ivan Zelinka,Technical University of Ostrava,Faculty of Electrical Engineering and Computer Science,"Ostrava-Poruba, Czech Republic","Faculty of Electrical Engineering and Computer Science, Technical University of Ostrava, 17. listopadu 15, 708 33 Ostrava-Poruba, Czech Republic",~TUO,2016,Czech Republic
3849,Study on the Development of Complex Network for Evolutionary and Swarm Based Algorithms,2016_020_0011.png,Bio-inspired & Evolutionary Computing,Michal Pluhacek,Tomas Bata University in Zlin,Faculty of Applied Informatics,"Zlin, Czech Republic","Faculty of Applied Informatics, Tomas Bata University in Zlin, Nam T.G. Masaryka 5555, 760 01 Zlin, Czech Republic",*TBU,2016,Czech Republic
3850,Study on the Development of Complex Network for Evolutionary and Swarm Based Algorithms,2016_020_0011.png,Bio-inspired & Evolutionary Computing,Adam Viktorin,Tomas Bata University in Zlin,Faculty of Applied Informatics,"Zlin, Czech Republic","Faculty of Applied Informatics, Tomas Bata University in Zlin, Nam T.G. Masaryka 5555, 760 01 Zlin, Czech Republic",*TBU,2016,Czech Republic
3851,Estimation of Distribution Algorithms Based on the Beta Distribution for Bounded Search Spaces,2016_020_0012.png,Bio-inspired & Evolutionary Computing,Rogelio Salinas-Gutiérrez,Universidad Autónoma de Aguascalientes,,"Aguascalientes, Mexico","Universidad Autónoma de Aguascalientes, Aguascalientes, Mexico",UAA,2016,Mexico
3852,Estimation of Distribution Algorithms Based on the Beta Distribution for Bounded Search Spaces,2016_020_0012.png,Bio-inspired & Evolutionary Computing,Ángel Eduardo Muñoz-Zavala,Universidad Autónoma de Aguascalientes,,"Aguascalientes, Mexico","Universidad Autónoma de Aguascalientes, Aguascalientes, Mexico",UAA,2016,Mexico
3853,Estimation of Distribution Algorithms Based on the Beta Distribution for Bounded Search Spaces,2016_020_0012.png,Bio-inspired & Evolutionary Computing,José Antonio Guerrero-Díaz de León,Universidad Autónoma de Aguascalientes,,"Aguascalientes, Mexico","Universidad Autónoma de Aguascalientes, Aguascalientes, Mexico",UAA,2016,Mexico
3854,Estimation of Distribution Algorithms Based on the Beta Distribution for Bounded Search Spaces,2016_020_0012.png,Bio-inspired & Evolutionary Computing,Arturo Hernández-Aguirre,Centro de Investigación en Matemáticas,,"Guanajuato, Mexico","Centro de Investigación en Matemáticas, Guanajuato, Mexico",CIMAT,2016,Mexico
3855,Automated Analog Synthesis with an Estimation of the Distribution Algorithm,2016_020_0013.png,Bio-inspired & Evolutionary Computing,Aurora Torres,Universidad Autónoma de Aguascalientes,,"Aguascalientes, AGS, Mexico","Universidad Autónoma de Aguascalientes, Av. Universidad # 940, Ciudad Universitaria, 20100 Aguascalientes, AGS, Mexico",UAA,2016,Mexico
3856,Automated Analog Synthesis with an Estimation of the Distribution Algorithm,2016_020_0013.png,Bio-inspired & Evolutionary Computing,María Dolores Torres,Universidad Autónoma de Aguascalientes,,"Aguascalientes, AGS, Mexico","Universidad Autónoma de Aguascalientes, Av. Universidad # 940, Ciudad Universitaria, 20100 Aguascalientes, AGS, Mexico",UAA,2016,Mexico
3857,Automated Analog Synthesis with an Estimation of the Distribution Algorithm,2016_020_0013.png,Bio-inspired & Evolutionary Computing,Eunice Ponce de León,Universidad Autónoma de Aguascalientes,,"Aguascalientes, AGS, Mexico","Universidad Autónoma de Aguascalientes, Av. Universidad # 940, Ciudad Universitaria, 20100 Aguascalientes, AGS, Mexico",UAA,2016,Mexico
3858,Mathematical Model of Glucose Metabolism by Symbolic Regression α β,2016_020_0014.png,Bio-inspired & Evolutionary Computing,Luis M. Torres-Treviño,Universidad Autónoma de Nuevo León,CIIDIT-FIME,"San Nicolás de los Garza, Mexico","CIIDIT-FIME, Universidad Autónoma de Nuevo León, San Nicolás de los Garza, Mexico",UANL,2016,Mexico
3859,Jensen Inequality with Subdifferential for Sugeno Integral,2016_020_0015.png,Fuzzy Logic & Fuzzy Systems,Anikó Szakál,Óbuda University," | | Department of Mathematics, Faculty of Mathematics, Statistics and Computer Sciences | Intelligent Systems and Perception Recognition Laboratory, CS Group of Mathematics Department","Budapest, Hungary | Belgrade, Serbia | Semnan, Iran | Tehran, Iran","Óbuda University, Becsi út 96/B, Budapest H-1034, Hungary | Singidunum University, Danijelova 29, 11000 Belgrade, Serbia | Department of Mathematics, Faculty of Mathematics, Statistics and Computer Sciences, Semnan University, 35195-363 Semnan, Iran | Intelligent Systems and Perception Recognition Laboratory, CS Group of Mathematics Department, Shahid Beheshti University, Tehran, Iran",*OBUDA,2016,Iran
3860,Jensen Inequality with Subdifferential for Sugeno Integral,2016_020_0015.png,Fuzzy Logic & Fuzzy Systems,Anikó Szakál,Singidunum University," | | Department of Mathematics, Faculty of Mathematics, Statistics and Computer Sciences | Intelligent Systems and Perception Recognition Laboratory, CS Group of Mathematics Department","Budapest, Hungary | Belgrade, Serbia | Semnan, Iran | Tehran, Iran","Óbuda University, Becsi út 96/B, Budapest H-1034, Hungary | Singidunum University, Danijelova 29, 11000 Belgrade, Serbia | Department of Mathematics, Faculty of Mathematics, Statistics and Computer Sciences, Semnan University, 35195-363 Semnan, Iran | Intelligent Systems and Perception Recognition Laboratory, CS Group of Mathematics Department, Shahid Beheshti University, Tehran, Iran",*SINGIDUNUM,2016,Iran
3861,Jensen Inequality with Subdifferential for Sugeno Integral,2016_020_0015.png,Fuzzy Logic & Fuzzy Systems,Anikó Szakál,Semnan University," | | Department of Mathematics, Faculty of Mathematics, Statistics and Computer Sciences | Intelligent Systems and Perception Recognition Laboratory, CS Group of Mathematics Department","Budapest, Hungary | Belgrade, Serbia | Semnan, Iran | Tehran, Iran","Óbuda University, Becsi út 96/B, Budapest H-1034, Hungary | Singidunum University, Danijelova 29, 11000 Belgrade, Serbia | Department of Mathematics, Faculty of Mathematics, Statistics and Computer Sciences, Semnan University, 35195-363 Semnan, Iran | Intelligent Systems and Perception Recognition Laboratory, CS Group of Mathematics Department, Shahid Beheshti University, Tehran, Iran",*SEMNAN,2016,Iran
